0.536364,0.653048,,0.553766,0.603938,0.586081,0.496011,0.550569,,0.740887,0.429025,,0.452579,0.689603,0.43704,0.395968,0.650204,0.550722,0.546431,95.509875,0.373743,0.481788,,0.557974
0.509076,,,,,,,,,,,,,,,,,,,,,,,
